FILE;STEP;ORIGEN;;;OUTPUT;;;COLUMNS;;;;TRANSFORMATIONS;;?
text.sas;42;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_HIPO;undefined;ROW;undefined;C92_1_CATEGO;'R070';WHERE t1.CAT_HIPO=1;GROUP BY t1.CAT_HIPO;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;PDxEAD;undefined;C92_1_CATEGO;(SUM(t1.PDxEAD));WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;C110_EAD;undefined;C92_1_CATEGO;(SUM(t1.C110_EAD));WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;LGDxEAD_noEEFF;undefined;C92_1_CATEGO;(SUM(t1.LGDxEAD_noEEFF));WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;C140_EAD_EEFF;undefined;C92_1_CATEGO;(SUM(t1.C140_EAD_EEFF));WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;EAD_no_EEFF;undefined;C92_1_CATEGO;(SUM(t1.EAD_no_EEFF));WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;CEL_PD;undefined;C92_1_CATEGO;'0711';WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;CEL_LGD;undefined;C92_1_CATEGO;'0811';WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;43;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;ROW;undefined;C92_1_CATEGO;'R110';WHERE t1.CAT_OTHER_RETAIL=1;GROUP BY t1.CAT_OTHER_RETAIL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;PDxEAD;undefined;C92_1_CATEGO;(SUM(t1.PDxEAD));WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;C110_EAD;undefined;C92_1_CATEGO;(SUM(t1.C110_EAD));WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;LGDxEAD_noEEFF;undefined;C92_1_CATEGO;(SUM(t1.LGDxEAD_noEEFF));WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;C140_EAD_EEFF;undefined;C92_1_CATEGO;(SUM(t1.C140_EAD_EEFF));WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;EAD_no_EEFF;undefined;C92_1_CATEGO;(SUM(t1.EAD_no_EEFF));WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;CEL_PD;undefined;C92_1_CATEGO;'0715';WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;CEL_LGD;undefined;C92_1_CATEGO;'0815';WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;44;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_TOTAL;undefined;ROW;undefined;C92_1_CATEGO;'R150';WHERE t1.CAT_TOTAL=1;GROUP BY t1.CAT_TOTAL;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;t1.PDxEAD;t1;C92_1_CATEGO;PDxEAD;;;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;t1.C110_EAD;t1;C92_1_CATEGO;C110_EAD;;;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;t1.LGDxEAD_noEEFF;t1;C92_1_CATEGO;LGDxEAD_noEEFF;;;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;t1.C140_EAD_EEFF;t1;C92_1_CATEGO;C140_EAD_EEFF;;;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;t1.EAD_no_EEFF;t1;C92_1_CATEGO;EAD_no_EEFF;;;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;CEL_PD;undefined;C92_1_CATEGO;when DATA_EXTRA='006' then '0702' when DATA_EXTRA='007' then '0705' when DATA_EXTRA='013' then '0708' when DATA_EXTRA='014' then '0709' when DATA_EXTRA='015' then '0710' when DATA_EXTRA='016' then '0712' when DATA_EXTRA='017' then '0713' else '' end ;;;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;CEL_LGD;undefined;C92_1_CATEGO;when DATA_EXTRA='006' then '0802' when DATA_EXTRA='007' then '0805' when DATA_EXTRA='013' then '0808' when DATA_EXTRA='014' then '0809' when DATA_EXTRA='015' then '0810' when DATA_EXTRA='016' then '0812' when DATA_EXTRA='017' then '0813' else '' end ;;;
text.sas;45;WORK;C92_1_CATEGO;t1;WORK;C92_1_CATEGO_RESTO;undefined;ROW;undefined;C92_1_CATEGO;when DATA_EXTRA='006' then 'R020' when DATA_EXTRA='007' then 'R050' when DATA_EXTRA='013' then 'R080' when DATA_EXTRA='014' then 'R090' when DATA_EXTRA='015' then 'R100' when DATA_EXTRA='016' then 'R120' when DATA_EXTRA='017' then 'R130' else '' end;;;
text.sas;46;WORK;C92_1_CATEGO_RESTO;undefined;WORK;C92_PD_LGD_1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;46;WORK;C92_1_CATEGO_TOTAL;undefined;WORK;C92_PD_LGD_1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;46;WORK;C92_1_CATEGO_CORP;undefined;WORK;C92_PD_LGD_1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;46;WORK;C92_1_CATEGO_RETAIL;undefined;WORK;C92_PD_LGD_1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;46;WORK;C92_1_CATEGO_HIPO;undefined;WORK;C92_PD_LGD_1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;46;WORK;C92_1_CATEGO_OTHER_RETAIL;undefined;WORK;C92_PD_LGD_1;undefined;NO;COLUMNS;DEFINED;;;;
text.sas;47;WORK;C92_PD_LGD_1;undefined;WORK;ORDEN_C92;undefined;NO;COLUMNS;DEFINED;;;;BY ROW
text.sas;48;WORK;ORDEN_C92;t1;BSCO_4;C92_PD_LGD_2_CONSO;undefined;t1.CEL_PD;t1;ORDEN_C92;CEL_PD;WHERE t1.CEL_PD NOT='' ;;;
text.sas;48;WORK;ORDEN_C92;t1;BSCO_4;C92_PD_LGD_2_CONSO;undefined;t1.CEL_LGD;t1;ORDEN_C92;CEL_LGD;WHERE t1.CEL_PD NOT='' ;;;
text.sas;48;WORK;ORDEN_C92;t1;BSCO_4;C92_PD_LGD_2_CONSO;undefined;t1.ROW;t1;ORDEN_C92;ROW;WHERE t1.CEL_PD NOT='' ;;;
text.sas;48;WORK;ORDEN_C92;t1;BSCO_4;C92_PD_LGD_2_CONSO;undefined;data_extra;undefined;ORDEN_C92;'X1';WHERE t1.CEL_PD NOT='' ;;;
text.sas;48;WORK;ORDEN_C92;t1;BSCO_4;C92_PD_LGD_2_CONSO;undefined;PD;undefined;ORDEN_C92;(PDxEAD/C110_EAD);WHERE t1.CEL_PD NOT='' ;;;
text.sas;48;WORK;ORDEN_C92;t1;BSCO_4;C92_PD_LGD_2_CONSO;undefined;LGD;undefined;ORDEN_C92;(t1.LGDxEAD_noEEFF/t1.EAD_no_EEFF);WHERE t1.CEL_PD NOT='' ;;;
